udi,product_id,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,Heat Dissipation Failure,No Failure,Overstrain Failure,Power Failure,Random Failures,Tool Wear Failure
4454,L51633,302,310,1400,53,175,0,1,0,0,0,0
1345,L48524,298,310,1809,28,20,0,1,0,0,0,0
4751,M19610,303,311,1688,31,33,0,1,0,0,0,0
2988,M17847,300,309,1659,28,127,0,1,0,0,0,0
4671,L51850,303,311,1610,35,63,0,1,0,0,0,0
1328,L48507,298,310,1814,26,204,0,1,0,0,0,0
7577,M22436,300,311,1477,44,166,0,1,0,0,0,0
3,L47182,298,308,1498,49,5,0,1,0,0,0,0
7483,M22342,300,311,1510,47,146,0,1,0,0,0,0
6571,L53750,301,310,1634,31,171,0,1,0,0,0,0
6855,L54034,301,311,1511,42,26,0,1,0,0,0,0
2110,M16969,299,309,1496,43,67,0,1,0,0,0,0
9071,L56250,297,308,1427,45,136,0,1,0,0,0,0
1770,L48949,298,307,1981,23,16,0,1,0,0,0,0
3355,L50534,301,310,1559,40,191,0,1,0,0,0,0
2432,M17291,298,308,1411,51,43,0,1,0,0,0,0
5498,M20357,302,312,1551,40,20,0,1,0,0,0,0
6531,H35944,301,310,1605,32,59,0,1,0,0,0,0
6280,L53459,301,310,1432,54,51,0,1,0,0,0,0
4034,L51213,302,310,1772,27,233,0,0,0,0,0,1
1788,L48967,298,308,1364,45,63,0,1,0,0,0,0
4747,L51926,303,311,1427,45,25,0,1,0,0,0,0
9022,M23881,297,308,1536,34,4,0,1,0,0,0,0
1884,M16743,298,307,1472,46,116,0,1,0,0,0,0
5753,H35166,302,311,1804,25,43,0,1,0,0,0,0
9791,L56970,298,309,1483,43,92,0,1,0,0,0,0
8083,H37496,300,311,1422,46,134,0,1,0,0,0,0
7146,L54325,300,310,1413,44,152,0,1,0,0,0,0
8519,M23378,298,309,1681,27,194,0,1,0,0,0,0
9653,M24512,299,310,1488,46,198,0,1,0,0,0,0
7513,M22372,300,311,1636,34,2,0,1,0,0,0,0
8680,L55859,297,308,1456,54,179,0,1,0,0,0,0
6056,L53235,300,310,1475,42,147,0,1,0,0,0,0
4379,M19238,301,309,1385,45,217,0,1,0,0,0,0
6634,M21493,301,310,1737,29,114,0,1,0,0,0,0
2009,L49188,298,308,1811,24,27,0,1,0,0,0,0
8155,L55334,299,310,1393,52,110,0,1,0,0,0,0
8948,M23807,297,308,1452,38,44,0,1,0,0,0,0
6105,M20964,300,310,1461,41,53,0,1,0,0,0,0
5799,L52978,301,310,1600,39,160,0,1,0,0,0,0
2709,L49888,299,309,2266,15,79,0,1,0,0,0,0
7558,M22417,300,311,1750,27,116,0,1,0,0,0,0
3107,L50286,299,309,1485,39,207,0,1,0,0,0,0
573,L47752,297,309,1351,49,181,0,1,0,0,0,0
6424,M21283,300,310,1537,37,6,0,1,0,0,0,0
8534,M23393,298,309,1465,41,30,0,1,0,0,0,0
5797,L52976,301,311,1399,55,156,0,1,0,0,0,0
8032,L55211,300,312,1550,32,5,0,1,0,0,0,0
6324,L53503,300,310,1351,46,165,0,1,0,0,0,0
3828,M18687,302,310,1469,41,124,0,1,0,0,0,0
1278,M16137,298,309,1408,46,76,0,1,0,0,0,0
4452,L51631,302,310,1549,40,170,0,1,0,0,0,0
9061,H38474,297,308,1453,45,105,0,1,0,0,0,0
8462,L55641,298,309,1446,43,46,0,1,0,0,0,0
9762,L56941,298,309,1703,26,5,0,1,0,0,0,0
9471,H38884,298,309,1439,47,149,0,1,0,0,0,0
9159,H38572,297,308,1487,46,150,0,1,0,0,0,0
5828,L53007,301,311,1624,40,0,0,1,0,0,0,0
4986,M19845,303,313,1789,23,215,0,1,0,0,0,0
3841,L51020,302,311,1610,33,161,0,1,0,0,0,0
3072,L50251,300,309,2174,16,112,0,1,0,0,0,0
6611,L53790,301,310,1543,34,55,0,1,0,0,0,0
7160,L54339,300,310,1511,41,186,0,1,0,0,0,0
3404,L50583,301,310,1337,52,106,0,1,0,0,0,0
7224,L54403,299,309,1374,51,137,0,1,0,0,0,0
7975,L55154,301,312,1528,38,85,0,1,0,0,0,0
2225,M17084,299,309,1645,31,155,0,1,0,0,0,0
8530,M23389,298,309,1522,47,20,0,1,0,0,0,0
1427,M16286,298,309,1622,34,8,0,1,0,0,0,0
3957,M18816,302,311,1500,40,30,0,1,0,0,0,0
3800,L50979,302,310,1506,34,49,0,1,0,0,0,0
8038,L55217,300,311,1603,34,17,0,1,0,0,0,0
4753,H34166,303,311,1502,39,38,0,1,0,0,0,0
5217,M20076,303,312,1316,51,197,0,1,0,0,0,0
874,L48053,295,306,1892,21,72,0,1,0,0,0,0
6507,H35920,301,310,1454,44,217,0,1,0,0,0,0
936,M15795,295,306,1641,36,21,0,1,0,0,0,0
123,L47302,299,308,1310,50,112,0,1,0,0,0,0
3348,L50527,301,310,1529,41,176,0,1,0,0,0,0
2962,L50141,300,309,1654,32,57,0,1,0,0,0,0
4177,M19036,302,310,1544,39,141,0,1,0,0,0,0
6754,L53933,301,310,1385,50,195,0,1,0,0,0,0
6874,L54053,301,311,1478,39,75,0,1,0,0,0,0
5396,L52575,302,312,1529,36,237,0,0,0,0,0,0
1613,M16472,297,307,1540,39,38,0,1,0,0,0,0
6851,M21710,301,311,1521,35,13,0,1,0,0,0,0
8033,L55212,300,312,1416,46,7,0,1,0,0,0,0
1419,L48598,298,309,1320,47,210,1,0,0,0,0,0
1756,L48935,298,307,1424,46,185,0,1,0,0,0,0
2026,L49205,298,308,1469,39,67,0,1,0,0,0,0
7765,M22624,300,311,1555,38,5,0,1,0,0,0,0
1773,L48952,298,308,1508,47,25,0,1,0,0,0,0
5732,L52911,302,311,1872,20,202,0,1,0,0,0,0
2233,L49412,299,308,1672,30,177,0,1,0,0,0,0
2912,M17771,300,309,1352,44,126,0,1,0,0,0,0
349,L47528,297,308,1617,31,39,0,1,0,0,0,0
1472,L48651,298,309,1421,53,122,0,1,0,0,0,0
7653,L54832,300,311,1346,51,147,0,1,0,0,0,0
7002,L54181,300,310,1564,38,199,0,1,0,0,0,0
1101,H30514,296,307,1695,30,33,0,1,0,0,0,0
8857,M23716,297,308,1327,63,21,0,1,0,0,0,0
5726,M20585,302,311,1557,34,185,0,1,0,0,0,0
886,L48065,295,306,1397,52,101,0,1,0,0,0,0
8969,L56148,297,307,1454,50,94,0,1,0,0,0,0
2995,L50174,300,309,1461,52,146,0,1,0,0,0,0
20,M14879,298,309,1632,32,55,0,1,0,0,0,0
4558,L51737,302,310,1686,26,9,0,1,0,0,0,0
4370,H33783,302,309,1735,27,192,0,1,0,0,0,0
7419,M22278,300,311,1427,39,196,0,1,0,0,0,0
4236,L51415,302,310,1438,41,66,0,1,0,0,0,0
3888,L51067,302,311,1448,50,53,0,1,0,0,0,0
1015,L48194,296,307,1445,41,20,0,1,0,0,0,0
1439,L48618,298,309,1482,39,45,0,1,0,0,0,0
5144,M20003,304,313,1525,42,2,0,1,0,0,0,0
7521,L54700,300,311,1529,35,21,0,1,0,0,0,0
903,L48082,295,306,1383,48,147,0,1,0,0,0,0
1476,M16335,298,309,1519,35,133,0,1,0,0,0,0
3578,M18437,301,310,1455,39,118,0,1,0,0,0,0
5902,L53081,301,310,1464,45,184,0,1,0,0,0,0
8603,L55782,297,308,1729,31,204,0,1,0,0,0,0
3265,H32678,301,310,1455,44,188,0,1,0,0,0,0
8836,H38249,297,308,1324,53,169,0,1,0,0,0,0
5708,L52887,302,311,1448,43,141,0,1,0,0,0,0
6435,M21294,300,309,1494,38,33,0,1,0,0,0,0
5763,L52942,301,311,1334,52,68,0,1,0,0,0,0
7891,L55070,300,312,1767,25,105,0,1,0,0,0,0
3050,L50229,300,309,1326,55,55,0,1,0,0,0,0
7615,L54794,300,311,1432,47,51,0,1,0,0,0,0
7966,L55145,301,312,1464,35,65,0,1,0,0,0,0
6504,M21363,300,309,1465,42,209,0,1,0,0,0,0
2209,H31622,299,309,1435,42,111,0,1,0,0,0,0
6936,L54115,300,311,1878,24,24,0,1,0,0,0,0
2999,L50178,300,309,1616,34,155,0,1,0,0,0,0
2947,M17806,300,309,1622,30,14,0,1,0,0,0,0
4235,H33648,302,310,1522,35,61,0,1,0,0,0,0
7228,L54407,299,309,1720,27,146,0,1,0,0,0,0
3258,L50437,301,309,1984,19,169,0,1,0,0,0,0
4155,M19014,302,310,1828,26,82,0,1,0,0,0,0
1205,L48384,296,308,1521,34,84,0,1,0,0,0,0
3932,M18791,302,311,1784,25,177,0,1,0,0,0,0
1081,L48260,297,307,1774,28,188,0,1,0,0,0,0
9900,L57079,298,309,1586,31,180,0,1,0,0,0,0
5913,M20772,300,310,1659,29,6,0,1,0,0,0,0
4675,L51854,303,311,1414,44,71,0,1,0,0,0,0
1251,L48430,297,308,1549,36,218,0,1,0,0,0,0
5308,L52487,304,313,1530,34,211,0,1,0,0,0,0
1890,H31303,297,307,1432,40,132,0,1,0,0,0,0
6385,H35798,300,309,1463,45,113,0,1,0,0,0,0
5158,H34571,304,313,1397,49,34,0,1,0,0,0,0
5930,L53109,300,310,1471,45,48,0,1,0,0,0,0
3626,M18485,302,311,1467,43,33,0,1,0,0,0,0
3983,L51162,302,311,1475,48,104,0,1,0,0,0,0
6163,L53342,301,310,1558,34,196,0,1,0,0,0,0
8156,L55335,299,310,1283,52,112,0,1,0,0,0,0
4924,M19783,303,312,1972,23,59,0,1,0,0,0,0
6829,L54008,301,310,1392,52,173,0,1,0,0,0,0
1650,H31063,298,307,1482,37,132,0,1,0,0,0,0
5879,L53058,301,311,1533,45,125,0,1,0,0,0,0
660,L47839,297,309,1449,49,174,0,1,0,0,0,0
9708,L56887,299,310,1699,32,87,0,1,0,0,0,0
9684,M24543,299,310,1338,56,29,0,1,0,0,0,0
441,L47620,297,308,1389,39,54,0,1,0,0,0,0
1639,L48818,297,307,1397,45,104,0,1,0,0,0,0
77,L47256,298,308,1461,47,206,0,1,0,0,0,0
6497,L53676,300,309,1815,27,190,0,1,0,0,0,0
4963,M19822,304,312,1456,51,160,0,1,0,0,0,0
5608,M20467,302,312,1745,25,98,0,1,0,0,0,0
5838,M20697,301,311,1834,25,22,0,1,0,0,0,0
6510,L53689,301,310,1564,36,7,0,1,0,0,0,0
6454,L53633,300,310,1807,24,77,0,1,0,0,0,0
2685,L49864,299,309,1460,37,25,0,1,0,0,0,0
9542,M24401,299,310,1754,31,114,0,1,0,0,0,0
6520,L53699,301,310,1417,46,35,0,1,0,0,0,0
742,L47921,296,308,1513,38,189,0,1,0,0,0,0
1233,L48412,297,308,1500,37,161,0,1,0,0,0,0
1618,L48797,297,307,1563,34,53,0,1,0,0,0,0
8128,M22987,300,311,1650,33,38,0,1,0,0,0,0
6718,M21577,301,310,1464,48,96,0,1,0,0,0,0
5107,L52286,304,313,1519,36,117,0,1,0,0,0,0
3377,M18236,301,310,1385,47,30,0,1,0,0,0,0
2104,M16963,299,309,1376,46,49,0,1,0,0,0,0
862,M15721,296,306,1951,23,38,0,1,0,0,0,0
4827,L52006,303,311,2268,15,20,0,1,0,0,0,0
1654,L48833,298,307,1386,57,147,0,1,0,0,0,0
7114,L54293,300,310,1561,32,67,0,1,0,0,0,0
3536,H32949,301,311,1672,29,13,0,1,0,0,0,0
317,L47496,297,308,1714,33,177,0,1,0,0,0,0
9372,L56551,297,308,1289,51,82,0,1,0,0,0,0
7694,L54873,300,311,1964,21,15,0,1,0,0,0,0
7279,H36692,300,310,1714,28,55,0,1,0,0,0,0
4176,L51355,302,310,1612,33,139,0,1,0,0,0,0
7731,L54910,300,311,1472,44,126,0,1,0,0,0,0
1485,M16344,298,309,1562,39,155,0,1,0,0,0,0
1651,M16510,298,307,1417,51,137,0,1,0,0,0,0
7908,L55087,300,312,1858,26,144,0,1,0,0,0,0
7213,M22072,299,309,1705,28,103,0,1,0,0,0,0
9808,L56987,298,309,1413,55,145,0,1,0,0,0,0
3241,L50420,300,309,1612,35,124,0,1,0,0,0,0
8981,L56160,297,307,1513,42,124,0,1,0,0,0,0
8450,L55629,298,309,1725,27,21,0,1,0,0,0,0
3162,L50341,300,309,1314,63,146,0,1,0,0,0,0
2189,L49368,299,309,1420,44,60,0,1,0,0,0,0
4995,M19854,303,312,1642,29,18,0,1,0,0,0,0
9736,L56915,299,310,1444,47,161,0,1,0,0,0,0
1861,L49040,297,307,1607,30,62,0,1,0,0,0,0
4116,H33529,302,310,1346,54,196,1,0,0,0,0,0
6761,L53940,301,310,1451,40,0,0,1,0,0,0,0
3248,M18107,301,309,1594,31,143,0,1,0,0,0,0
14,M14873,298,309,1742,30,37,0,1,0,0,0,0
6762,L53941,301,310,1400,50,2,0,1,0,0,0,0
5091,M19950,303,313,1570,40,74,0,1,0,0,0,0
2021,H31434,298,308,1560,33,53,0,1,0,0,0,0
1465,L48644,298,310,1412,46,107,0,1,0,0,0,0
9570,M24429,299,311,1948,20,185,0,1,0,0,0,0
8646,M23505,297,308,1492,35,88,0,1,0,0,0,0
9196,L56375,297,309,1532,37,47,0,1,0,0,0,0
7181,M22040,300,310,1628,30,27,0,1,0,0,0,0
2542,H31955,299,308,1553,32,90,0,1,0,0,0,0
3347,L50526,301,310,1761,24,174,0,1,0,0,0,0
3149,H32562,300,309,1448,39,107,0,1,0,0,0,0
6251,L53430,300,310,1520,37,193,0,1,0,0,0,0
3183,M18042,300,309,1443,50,196,0,1,0,0,0,0
9093,L56272,297,308,1568,34,194,0,1,0,0,0,0
9634,H39047,299,310,1421,41,149,0,1,0,0,0,0
8472,L55651,298,309,1332,46,76,0,1,0,0,0,0
21,H29434,298,309,1375,42,58,0,1,0,0,0,0
5509,L52688,302,312,1367,55,50,0,0,0,0,0,0
8091,L55270,300,311,1910,23,153,0,1,0,0,0,0
6934,L54113,300,311,1492,40,20,0,1,0,0,0,0
5725,L52904,302,311,1433,50,183,0,1,0,0,0,0
6721,L53900,301,310,1458,48,104,0,1,0,0,0,0
6748,M21607,301,311,1597,29,177,0,1,0,0,0,0
834,L48013,296,307,1616,28,175,0,1,0,0,0,0
9380,L56559,297,308,1419,48,108,0,1,0,0,0,0
7785,L54964,300,311,1403,60,58,0,1,0,0,0,0
3084,L50263,300,309,1712,28,141,0,1,0,0,0,0
3573,L50752,301,310,1451,50,108,0,1,0,0,0,0
4574,H33987,302,311,1436,43,47,0,1,0,0,0,0
288,L47467,298,308,1805,31,96,0,1,0,0,0,0
8820,H38233,297,308,1349,48,120,0,1,0,0,0,0
9844,L57023,298,309,1383,52,26,0,1,0,0,0,0
6171,H35584,300,310,1559,40,220,0,1,0,0,0,0
8685,L55864,297,308,1588,40,190,0,1,0,0,0,0
6906,M21765,301,311,1550,34,162,0,1,0,0,0,0
5338,M20197,303,312,1482,44,73,0,1,0,0,0,0
1498,L48677,298,308,1629,34,191,0,1,0,0,0,0
4692,L51871,303,311,1535,33,120,0,1,0,0,0,0
8163,L55342,299,311,1574,35,133,0,1,0,0,0,0
203,M15062,298,308,1636,35,107,0,1,0,0,0,0
9352,L56531,298,308,1645,30,33,0,1,0,0,0,0
5818,L52997,301,311,1542,35,204,0,1,0,0,0,0
4955,L52134,303,312,1702,29,141,0,1,0,0,0,0
7497,L54676,300,311,1464,44,179,0,1,0,0,0,0
8779,L55958,297,308,1454,45,19,0,1,0,0,0,0
6347,L53526,300,309,1275,60,15,0,1,0,0,0,0
6745,M21604,301,311,1298,58,168,0,1,0,0,0,0
4846,M19705,303,311,1583,33,72,0,1,0,0,0,0
3005,M17864,300,309,1466,53,172,0,1,0,0,0,0
5874,M20733,301,311,1396,43,112,0,1,0,0,0,0
3078,L50257,300,309,1841,23,125,0,1,0,0,0,0
5953,L53132,300,310,1563,33,104,0,1,0,0,0,0
2004,M16863,298,308,1564,37,15,0,1,0,0,0,0
4443,L51622,302,310,1563,34,150,0,1,0,0,0,0
3664,M18523,302,311,1442,41,127,0,1,0,0,0,0
2974,M17833,300,309,1510,46,87,0,1,0,0,0,0
9755,M24614,298,309,1552,34,205,0,1,0,0,0,0
6589,L53768,301,310,1457,40,213,0,1,0,0,0,0
8364,L55543,298,309,1582,45,11,0,1,0,0,0,0
7097,L54276,300,310,1489,47,21,0,1,0,0,0,0
518,M15377,297,309,1391,58,34,0,1,0,0,0,0
9916,M24775,298,308,1662,28,15,0,1,0,0,0,0
4473,L51652,302,310,1501,48,4,0,1,0,0,0,0
6653,H36066,301,310,1580,35,161,0,1,0,0,0,0
9082,L56261,297,308,1527,35,165,0,1,0,0,0,0
850,H30263,296,307,1586,35,0,0,1,0,0,0,0
2769,L49948,300,309,1675,30,11,0,1,0,0,0,0
5650,M20509,302,311,1414,51,205,0,1,0,0,0,0
76,L47255,298,308,1379,46,204,0,1,0,0,0,0
1383,L48562,298,310,1653,30,119,0,1,0,0,0,0
8062,M22921,300,311,1465,41,78,0,1,0,0,0,0
1055,H30468,296,307,1627,30,117,0,1,0,0,0,0
1844,L49023,297,307,1496,39,12,0,1,0,0,0,0
7423,L54602,300,311,1351,44,206,0,1,0,0,0,0
2727,M17586,299,309,1423,42,124,0,1,0,0,0,0
551,L47730,297,309,1698,29,119,0,1,0,0,0,0
9312,L56491,298,309,1540,43,141,0,1,0,0,0,0
7919,L55098,300,312,1505,41,173,0,1,0,0,0,0
6613,L53792,301,310,1222,70,62,0,1,0,0,0,0
9790,L56969,298,309,1715,28,90,0,1,0,0,0,0
354,H29767,297,308,1674,30,54,0,1,0,0,0,0
876,M15735,295,306,1444,45,76,0,1,0,0,0,0
7227,L54406,299,309,1399,51,144,0,1,0,0,0,0
6975,L54154,300,311,1318,48,128,0,1,0,0,0,0
9182,L56361,297,309,1521,36,15,0,1,0,0,0,0
1706,M16565,298,307,1608,32,57,0,1,0,0,0,0
3454,L50633,301,310,1425,54,7,0,1,0,0,0,0
8955,L56134,297,308,1447,49,61,0,1,0,0,0,0
1106,M15965,296,307,1734,27,50,0,1,0,0,0,0
6132,H35545,301,311,1640,37,118,0,1,0,0,0,0
8235,L55414,299,310,1534,39,83,0,1,0,0,0,0
5033,M19892,304,313,1694,31,116,0,1,0,0,0,0
3381,L50560,301,310,1590,36,43,0,1,0,0,0,0
3283,L50462,301,309,1515,40,21,0,1,0,0,0,0
55,L47234,298,309,1691,30,154,0,1,0,0,0,0
158,H29571,298,308,1478,43,206,0,1,0,0,0,0
1379,H30792,298,310,1455,44,107,0,1,0,0,0,0
6926,M21785,301,311,1266,55,210,0,0,1,0,0,0
2120,M16979,299,308,1858,24,101,0,1,0,0,0,0
9397,L56576,297,308,1498,47,160,0,1,0,0,0,0
2869,L50048,300,309,1418,46,12,0,1,0,0,0,0
893,L48072,295,306,1343,54,119,0,1,0,0,0,0
2783,M17642,300,309,1491,41,41,0,1,0,0,0,0
3378,H32791,301,310,1591,29,33,0,1,0,0,0,0
7220,M22079,299,309,1556,37,124,0,1,0,0,0,0
2465,M17324,298,308,1534,42,121,0,1,0,0,0,0
5749,M20608,302,311,1576,34,28,0,1,0,0,0,0
1178,M16037,297,308,1604,39,9,0,1,0,0,0,0
2752,L49931,299,309,1417,50,187,0,1,0,0,0,0
9117,H38530,297,308,1659,32,49,0,1,0,0,0,0
35,M14894,298,309,1559,34,95,0,1,0,0,0,0
4066,M18925,301,310,1511,37,70,0,1,0,0,0,0
6935,L54114,300,311,1536,40,22,0,1,0,0,0,0
2700,L49879,299,309,1363,60,57,0,1,0,0,0,0
6244,L53423,301,310,2204,16,175,0,1,0,0,0,0
1370,M16229,298,310,1481,41,83,0,1,0,0,0,0
6715,L53894,301,310,1440,53,90,0,1,0,0,0,0
8233,L55412,299,310,1326,49,78,0,1,0,0,0,0
5768,M20627,301,311,1415,46,82,0,1,0,0,0,0
1126,M15985,296,307,1375,51,108,0,1,0,0,0,0
3551,M18410,301,311,1432,41,51,0,1,0,0,0,0
895,L48074,295,306,1426,48,124,0,1,0,0,0,0
5082,M19941,304,313,1494,39,49,0,1,0,0,0,0
6188,L53367,301,311,1437,56,33,0,1,0,0,0,0
4200,M19059,302,311,1638,32,198,0,1,0,0,0,0
4175,L51354,302,310,1499,37,137,0,1,0,0,0,0
9722,L56901,298,309,1490,40,124,0,1,0,0,0,0
5349,L52528,303,312,1623,34,102,0,1,0,0,0,0
7876,L55055,300,312,1898,24,60,0,1,0,0,0,0
7190,L54369,300,310,1486,46,48,0,1,0,0,0,0
4990,L52169,303,313,1499,37,7,0,1,0,0,0,0
6198,L53377,300,310,1493,45,57,0,1,0,0,0,0
8238,L55417,299,310,1796,26,90,0,1,0,0,0,0
1754,L48933,298,307,1470,51,180,0,1,0,0,0,0
2330,L49509,299,308,1484,40,213,0,1,0,0,0,0
6265,L53444,300,310,1541,39,17,0,1,0,0,0,0
7602,L54781,300,311,1351,62,18,0,1,0,0,0,0
5247,L52426,303,313,1465,41,56,0,1,0,0,0,0
3965,M18824,302,311,1668,33,52,0,1,0,0,0,0
6662,M21521,301,310,1501,39,187,0,1,0,0,0,0
9382,M24241,297,308,1480,42,112,0,1,0,0,0,0
9142,L56321,297,308,1597,36,112,0,1,0,0,0,0
3609,M18468,301,310,1954,21,198,0,1,0,0,0,0
7175,L54354,300,310,1530,48,15,0,1,0,0,0,0
3007,L50186,300,309,1488,35,177,0,1,0,0,0,0
4638,M19497,303,311,1847,24,212,0,1,0,0,0,0
8222,M23081,299,310,1428,43,53,0,1,0,0,0,0
3434,M18293,301,310,1924,23,181,0,1,0,0,0,0
4501,L51680,302,310,1638,36,84,0,1,0,0,0,0
3826,H33239,302,310,1413,48,114,0,1,0,0,0,0
7994,L55173,301,312,1595,31,134,0,1,0,0,0,0
1699,L48878,297,307,1481,38,40,0,1,0,0,0,0
2034,H31447,298,308,1359,47,85,0,1,0,0,0,0
2636,H32049,299,309,1462,51,119,0,1,0,0,0,0
2460,L49639,299,308,1297,54,110,0,1,0,0,0,0
1870,M16729,298,308,1630,32,83,0,1,0,0,0,0
9114,L56293,297,308,1744,28,42,0,1,0,0,0,0
1414,M16273,298,309,1528,36,197,0,1,0,0,0,0
5384,L52563,302,312,1504,40,204,0,1,0,0,0,0
2830,L50009,300,309,1612,36,158,0,1,0,0,0,0
4570,L51749,302,310,1636,35,38,0,1,0,0,0,0
3669,L50848,302,311,1510,38,141,0,1,0,0,0,0
4268,L51447,302,311,1520,42,148,0,1,0,0,0,0
1826,M16685,298,307,1784,27,163,0,1,0,0,0,0
9112,L56291,297,308,1351,51,37,0,1,0,0,0,0
3414,L50593,301,310,1560,36,129,0,1,0,0,0,0
7698,L54877,300,311,1400,45,29,0,1,0,0,0,0
6059,M20918,300,310,1636,35,153,0,1,0,0,0,0
6165,H35578,300,310,1656,30,200,0,1,0,0,0,0
5087,L52266,304,313,1541,45,64,0,1,0,0,0,0
4563,L51742,302,310,1398,57,19,0,1,0,0,0,0
5597,M20456,302,312,1538,36,74,0,1,0,0,0,0
4225,L51404,302,310,1698,28,39,0,1,0,0,0,0
3221,M18080,300,309,1525,36,71,0,1,0,0,0,0
2329,L49508,299,308,1579,36,211,0,1,0,0,0,0
2694,M17553,300,309,1622,36,43,0,1,0,0,0,0
1949,L49128,298,308,1410,45,71,0,1,0,0,0,0
1376,M16235,298,310,1528,37,99,0,1,0,0,0,0
9462,M24321,298,309,1414,46,128,0,1,0,0,0,0
7783,M22642,300,311,1518,36,53,0,1,0,0,0,0
4964,L52143,303,312,1789,24,163,0,1,0,0,0,0
1697,L48876,297,307,1550,39,35,0,1,0,0,0,0
5720,L52899,302,312,1398,43,171,0,1,0,0,0,0
3171,M18030,300,309,1685,32,167,0,1,0,0,0,0
667,L47846,297,309,1470,43,191,0,1,0,0,0,0
4997,M19856,303,312,1400,43,23,0,1,0,0,0,0
3575,L50754,301,310,1406,46,112,0,1,0,0,0,0
750,L47929,296,308,1978,22,208,0,1,0,0,0,0
6900,L54079,300,311,1671,33,148,0,1,0,0,0,0
8904,M23763,297,308,1382,49,151,0,1,0,0,0,0
489,L47668,297,309,1584,42,186,0,1,0,0,0,0
9457,L56636,298,309,1630,33,116,0,1,0,0,0,0
3709,L50888,302,311,1549,44,31,0,1,0,0,0,0
5676,M20535,302,311,1453,42,56,0,1,0,0,0,0
7983,L55162,301,312,1488,42,107,0,1,0,0,0,0
1487,M16346,298,309,1524,34,161,0,1,0,0,0,0
6323,M21182,300,310,1483,40,162,0,1,0,0,0,0
5632,L52811,302,312,1515,36,162,0,1,0,0,0,0
7677,L54856,300,311,1448,49,206,0,1,0,0,0,0
1204,H30617,297,308,1410,47,79,0,1,0,0,0,0
4273,L51452,302,310,1577,36,158,0,1,0,0,0,0
8537,M23396,298,309,1426,45,38,0,1,0,0,0,0
8477,L55656,298,309,1585,32,89,0,1,0,0,0,0
9685,H39098,298,309,1376,51,32,0,1,0,0,0,0
8600,L55779,297,308,1460,40,195,0,1,0,0,0,0
409,M15268,297,308,1434,44,193,0,1,0,0,0,0
7341,L54520,299,310,1386,46,2,0,1,0,0,0,0
2146,L49325,299,308,1550,45,170,0,1,0,0,0,0
5486,L52665,302,312,1344,51,206,0,1,0,0,0,0
9350,M24209,298,308,1599,36,28,0,1,0,0,0,0
6104,L53283,300,310,1407,45,51,0,1,0,0,0,0
4795,L51974,303,312,1699,27,160,0,1,0,0,0,0
9232,L56411,298,309,1539,36,134,0,1,0,0,0,0
776,L47955,296,307,1453,46,33,0,1,0,0,0,0
5378,L52557,302,312,2030,19,192,0,1,0,0,0,0
9038,L56217,297,308,1896,24,47,0,1,0,0,0,0
9473,M24332,298,309,1375,48,157,0,1,0,0,0,0
3466,M18325,301,310,1383,45,44,0,1,0,0,0,0
2197,M17056,299,308,1551,35,82,0,1,0,0,0,0
4411,L51590,302,310,1586,32,64,0,1,0,0,0,0
9263,M24122,298,309,1404,47,15,0,1,0,0,0,0
5200,L52379,303,312,1503,40,154,0,1,0,0,0,0
7229,H36642,299,309,1368,47,148,0,1,0,0,0,0
9229,M24088,298,309,1572,37,126,0,1,0,0,0,0
9667,M24526,299,310,1838,24,235,0,0,0,0,0,1
1979,L49158,298,307,1442,43,148,0,1,0,0,0,0
8893,L56072,297,308,1475,43,119,0,1,0,0,0,0
7613,M22472,300,311,1743,27,46,0,1,0,0,0,0
8239,L55418,299,310,1519,45,92,0,1,0,0,0,0
8166,L55345,299,311,1552,33,139,0,1,0,0,0,0
1781,L48960,298,308,1595,32,46,0,1,0,0,0,0
5343,M20202,303,312,1375,45,89,0,1,0,0,0,0
8361,L55540,298,309,1540,35,5,0,1,0,0,0,0
9446,M24305,298,309,1446,45,80,0,1,0,0,0,0
267,H29680,298,308,1440,43,37,0,1,0,0,0,0
9734,M24593,298,310,1442,42,153,0,1,0,0,0,0
4490,L51669,302,310,1487,40,48,0,1,0,0,0,0
228,L47407,298,308,1539,36,168,0,1,0,0,0,0
8531,M23390,298,309,1615,31,23,0,1,0,0,0,0
594,L47773,297,309,1312,50,0,0,1,0,0,0,0
7794,L54973,300,311,1434,40,80,0,1,0,0,0,0
2139,L49318,299,309,1734,30,154,0,1,0,0,0,0
8649,M23508,297,308,1478,46,95,0,1,0,0,0,0
24,L47203,299,309,1758,25,68,0,1,0,0,0,0
4341,M19200,301,309,1533,40,106,0,1,0,0,0,0
2149,L49328,299,308,1583,34,176,0,1,0,0,0,0
1490,M16349,298,309,1723,26,168,0,1,0,0,0,0
4317,L51496,301,310,1639,33,47,0,1,0,0,0,0
912,M15771,295,306,1490,42,171,0,1,0,0,0,0
4818,L51997,303,312,1674,30,0,0,1,0,0,0,0
4499,H33912,302,310,1614,36,74,0,1,0,0,0,0
5151,L52330,304,313,1590,29,17,0,1,0,0,0,0
1272,H30685,298,309,1490,40,53,0,1,0,0,0,0
4089,L51268,301,310,1477,42,128,0,1,0,0,0,0
338,L47517,297,308,1742,27,13,0,1,0,0,0,0
